Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
05-West Side,YES,14,"SUNY Buffalo State Science and Mathematics Complex, Phase 3",1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,Phase 3,Turner Construction Co.,$27.0,2018,Under,Turner,#009770
05-West Side,YES,15,Campus Walk One Student Apartments,643 Grant St.,Buffalo,NY,42.9315860,-78.8886460,"2 new buildings, 318 beds","Greenleaf Development, LPCiminelli, Kideney Architects",$21.0,2017,Under,"Jim, Kideney",#009770
05-West Side,YES,16,Richardson Olmsted Complex,400 Forest Ave.,Buffalo,NY,42.9291140,-78.8802020,"Adapative reuse of Buffalo Psychiatric Center into hotel, conference center","LPCiminelli Inc., Flynn Battaglia Architects",$56.4,2016,Under,Jim,#009770
05-West Side,YES,17,One Hundred at Forest,100 Forest Avenue,Buffalo,NY,42.9289370,-78.8942270,10-building complex on Westwood property to house up to 592 SUNY Buffalo State students,DHD Ventures,$25.0,2017,Under,Jim,#009770
05-West Side,YES,18,The Mentholatum,1360 Niagara St.,Buffalo,NY,42.9213150,-78.8990650,Repurpose manufacturing plant into residential and retail use,"Ciminelli Real Estate Corp., SM Hayes",$15.0,2017,Under,"Ciminelli, Jim",#009770
05-West Side,YES,19,Canterbury Woods Gates Circle,50 Gates Circle,Buffalo,NY,42.9211200,-78.8667360,"Continuing care retirement community, 53 independent living apartments","TM Montante Development LLC, Episcopal Church Home & Affiliates",$42.0,2017,Under,"TM Montante, Pantano",#009770
05-West Side,YES,20,MidCity Apartments,1665 Main St.,Buffalo,NY,42.9179760,-78.8612080,"55 apartments, commercial, office space","Sinatra & Co., SLR Contracting",$10.0,2018,Under,Sinatra,#009770
05-West Side,YES,21,1661 Main,1661 Main St.,Buffalo,NY,42.9179450,-78.8611810,"Renovation, commercial space, 55 apartments",Sinatra & Co.,$10.0,2017,Under,Mayor,#009770
05-West Side,YES,22,WestMont Living,291 North St.,Buffalo,NY,42.9023070,-78.8803190,Conversion of Nazareth Home of the Franciscan Sisters to independent senior living facility,Ellicott Development Co.,$33.0,2017,Under,Ellicott Dev,#009770
05-West Side,YES,23,Shoreline Apartments,200 Niagara St.,Buffalo,NY,42.8898890,-78.8823140,Renovation,Norstar Development USA LLP,$30.0,2016,Under,"Jim, Mayor",#009770
05-West Side,YES,24,Elmwood Forest Gateway,1111 Elmwood Ave.,Buffalo,NY,42.9275240,-78.8764060,57 townhouses,"Chason Affinity, Carmina Wood Morris ",$30.0,2018,Z-Proposed,Carmina Wod,#53578F
05-West Side,YES,25,Elmwood Bidwell,1010 Elmwood Ave.,Buffalo,NY,42.9247170,-78.8773380,Residential/mixed use complex,Ciminelli Real Estate Corp.,$40.0,2018,Z-Proposed,Ciminelli Real Estate Corp.,#53578F
05-West Side,YES,26,33 Gates Circle,33 Gates Circle,Buffalo,NY,42.9201480,-78.8693990,Condos proposed for former Park Lane site,Uniland Development Co.,$65.0,2018,Z-Proposed,Uniland,#53578F
05-West Side,YES,27,"Gates Circle Redevelopment Project, phase 2",Gates Circle and Delaware Avenue,Buffalo,NY,42.9200620,-78.8671540,"Mixed use, residential, retail, commercial",TM Montante Development LLC,$110.0,2017,Z-Proposed,TM Montante,#53578F
05-West Side,YES,28,QueensLight,219 Bryant St.,Buffalo,NY,42.9094230,-78.8753830,Reuse of Women & Children's Hospital of Buffalo,"Ciminelli Real Estate Corp., LPCiminelli Inc., Cannon Design",$122.0,2018,Z-Proposed,Ciminelli Real Estate Corp.,#53578F
06-North Buffalo,YES,1,Buffalo Public School 65,249 Skillen St.,Buffalo,NY,42.9601420,-78.8958380,"Renovation of gym, cafeteria, exterior",LPCiminelli Inc.,$9.7,2013,Completed,Bricks 2014,#CA6266
06-North Buffalo,YES,2,Kapoor Hall-UB South,,Buffalo,NY,42.9566160,-78.8203630,Pharmacy School,SUNY,$55.0,2014,Completed,,#CA6266
06-North Buffalo,YES,3,UB Hayes Hall Restoration,3435 Main Street,Buffalo,NY,42.9533590,-78.8182510,"Interior restoration of 82,000 SF building for School of Architecture and Planning","LeChase Construction Services LLC, LPCiminelli Inc.",$45.0,2015,Completed,Bricks 2016,#CA6266
06-North Buffalo,YES,4,VA WNY Health Care ,3495 Bailey Ave.,Buffalo,NY,42.9512700,-78.8121950,Hospital renovations,,$18.6,2014,Completed,,#CA6266
06-North Buffalo,YES,5,Charter Middle School for Applied Technologies,24 Shoshone St.,Buffalo,NY,42.9480120,-78.8356740,Redevelopment of Holy Angels Academy,McGuire Development Co.,$5.0,2014,Completed,Bricks 2015,#CA6266
06-North Buffalo,YES,6,Deep South Taco,1707 Hertel Ave.,Buffalo,NY,42.9473650,-78.8445320,Mexican-themed restaurant,"Richard Hamilton, Lamparelli Construction Co. Inc.",$1.8,2016,Completed,Jim,#CA6266
06-North Buffalo,YES,7,1685 Hertel Ave.,1685 Hertel Ave.,Buffalo,NY,42.9472800,-78.8456930,"New construction, 16 apartments, retail",Frizlen Group,$3.0,2015,Completed,"Mayor, Jim",#CA6266
06-North Buffalo,YES,8,Jasper Parrish Rehab,4 Jasper Parrish,Buffalo,NY,42.9468660,-78.8888720,Exterior upgrade at 33 rowhouses,"Kideney, Allstate",$4.2,2015,Completed,,#CA6266
06-North Buffalo,YES,9,Arco Lofts,1807 Elmwood Ave.,Buffalo,NY,42.9460920,-78.8775450,"Renovation of 45,000 SF building into apartments",Signature Development,$12.4,2015,Completed,"ECIDA, Jim, Rocco Termini",#CA6266
06-North Buffalo,YES,10,Buffalo Foundry The,1738 Elmwood Ave.,Buffalo,NY,42.9446690,-78.8791090,"Renovation of Taylor Signal Co. building into offices, apartments, boutique hotel and banquet facility","Signature Development, Rocco Termini, ENRG LLC",$18.0,2014,Completed,Bricks 2015,#CA6266
06-North Buffalo,YES,11,Foundry Lofts,1738 Elmwood Ave.,Buffalo,NY,42.9446690,-78.8791090,Adaptive reuse of former FWS Building into apartments and hotel,Signature Development,$18.0,2014,Completed,Bricks 2015,#CA6266
06-North Buffalo,YES,12,Bethune  Lofts,2917 Main St.,Buffalo,NY,42.9441550,-78.8307970,Conversion of industrial building into 87 apartments,"Ciminelli Real Estate Corp., LPCiminelli Inc.",$19.0,2013,Completed,Bricks 2014/Ciminelli,#CA6266
06-North Buffalo,YES,13,Houk Lofts,320 Grote St.,Buffalo,NY,42.9422630,-78.8796520,"Renovated Houk Wire Wheel building, 22 residential units","Signature Development, ENRG",$6.7,2014,Completed,"Bricks 2014, ECIDA",#CA6266
06-North Buffalo,YES,14,Buffalo Zoo/Arctic Edge,300 Parkside Avenue,Buffalo,NY,42.9383690,-78.8509910,"New exhibit for polar bears, Arctic wolves, bald eagles, Canadian Lynx",Foit-Albert Associates,$14.5,2015,Completed,,#CA6266
06-North Buffalo,YES,15,Buffalo Zoo Entry Complex,300 Parkside Avenue,Buffalo,NY,42.9383690,-78.8509910,"New entrance/restrooms, gift shop","Kirst Construction, Foit-Albert Associates",$3.1,2013,Completed,Bricks 2014,#CA6266
06-North Buffalo,YES,16,Daemen College/Visual Effects Capital,2495 Main St.,Buffalo,NY,42.9346780,-78.8423610,"16,000 SF theater, film and TV post-production facility",Tri-Main Development LLC,$2.2,2015,Completed,Dan,#CA6266
06-North Buffalo,YES,17,Uncle Bob's Self Storage,400 Kenmore Ave.,Buffalo,NY,42.9579280,-78.8350280,Conversion of former supermarket ,Joseph Dash,$2.0,2016,Under,Jim,#009770
06-North Buffalo,YES,18,St. Rose of Lima School,500 Parker Ave.,Buffalo,NY,42.9527960,-78.8392690,Conversion to 21 apartments,The Frizlen Group,$4.0,2016,Under,Jim,#009770
06-North Buffalo,YES,19,VA WNY Health Care ,3495 Bailey Ave.,Buffalo,NY,42.9512700,-78.8121950,"Hospital surgery consolidation, 9,000 SF renovation, 9,000 SF addition",Kideney Architects,$10.0,2018,Under,Kideney,#009770
06-North Buffalo,YES,20,Bell Tower Lofts,Colvin and Tacoma avenues,Buffalo,NY,42.9512680,-78.8584450,29-unit apartment complex,Apollo Dismantling Services Inc.,$3.0,2016,Under,Jim,#009770
06-North Buffalo,YES,21,Lexington Co-Op,1678 Hertel Ave.,Buffalo,NY,42.9479550,-78.8459680,"Renovate CVS store into second 14,000 SF store",,$2.0,2016,Under,Jim,#009770
06-North Buffalo,YES,22,Lofts at University Heights,120 Minnesota Ave.,Buffalo,NY,42.9472380,-78.8248170,Conversion of BPS 63 into 45 apartments,"Watts Architecture & Engineering, CB Emmanuel Realty LLC, Carmind Wood Morris",$10.5,2016,Under,Watts Architecture,#009770
06-North Buffalo,YES,23,St. Margaret's Church,1391 Hertel Ave.,Buffalo,NY,42.9468150,-78.8566910,Apartments,Iskalo Development Corp.,$5.4,2016,Under,ECIDA,#009770
06-North Buffalo,YES,24,Nardin Academy Sports Facility,1803 Elmwood Ave.,Buffalo,NY,42.9457170,-78.8729600,"8 squash courts, indoor soccer and sports practice facility","Schneider Design Architects, R&P Oak Hill",$2.0,2016,Under,Jim,#009770
06-North Buffalo,YES,25,Pierce-Arrow Lofts,1695 Elmwood Ave.,Buffalo,NY,42.9429800,-78.8783250,"Renovate former automobile manufacturing plant, 105 apartments",Flynn Battaglia Architects,$30.0,2018,Under,Jim,#009770
06-North Buffalo,YES,26,Barton House restoration,118 Summit Ave.,Buffalo,NY,42.9365690,-78.8477570,Restoration on Darwin Martin House complex,HHL Architects,$1.0,2016,Under,HHL Architects,#009770
06-North Buffalo,YES,27,Darwin Martin House restoration,125 Jewett Parkway,Buffalo,NY,42.9361240,-78.8480330,Fifth of multi-phase 20-year long restoration ,"HHL Architects, LPCiminelli Inc.",$3.0,2016,Under,HHL Architects,#009770
06-North Buffalo,YES,28,Highland Park Village,2421 Main St.,Buffalo,NY,42.9342660,-78.8437540,Phased residential development of Central Park Plaza,LPCiminelli Inc.,$72.0,2017,Under,"Jim, LPCiminelli Inc.",#009770
06-North Buffalo,YES,29,Kensington Garden,240 Kensington Ave.,Buffalo,NY,42.9289760,-78.8418590,Three-story 40-unit senior housing facility,Sinatra,$5.2,2018,Under,Sinatra,#009770
06-North Buffalo,YES,30,Former North Park Library,Delaware and Hertel avenues,Buffalo,NY,42.9481290,-78.8679570,"demolition, retail development",Benderson Development,$2.0,2018,Z-Proposed,Jim,#53578F
07-South Buffalo,YES,1,132 Dingens,132 Dingens St.,Buffalo,NY,42.8788320,-78.8105520,"Constuct 86,000 SF warehouse ",Pinto Construction,$5.2,2016,Completed,Mayor,#CA6266
07-South Buffalo,YES,2,500 Seneca,500 Seneca St.,Buffalo,NY,42.8776870,-78.8570340,"Adaptive reuse of 325,000 SF building, office space, 110 lofts","Savarino Cos., Frontier Group of Companies",$40.0,2016,Completed,"Bricks 2016, Savarino",#CA6266
07-South Buffalo,YES,3,Seneca Lofts,550 Seneca St.,Buffalo,NY,42.8773930,-78.8555370,"41 apartments, indoor parking Daylit Warehouse building","Frontier Group of Companies, CSS Construction",$6.0,2015,Completed,Jim,#CA6266
07-South Buffalo,YES,4,837 Bailey,837 Bailey Ave.,Buffalo,NY,42.8769970,-78.8159380,Construct truck sale and service center,,$4.5,2016,Completed,Mayor,#CA6266
07-South Buffalo,YES,5,SelectOne Search,760 Seneca St.,Buffalo,NY,42.8765170,-78.8485080,Corporate headquarters,,$1.7,2016,Completed,ECIDA,#CA6266
07-South Buffalo,YES,6,Larkin Center of Commerce,701 Seneca Street,Buffalo,NY,42.8757890,-78.8517040,Office,Seneca Holdings LLC/Peter Krog,$50.0,2015,Completed,,#CA6266
07-South Buffalo,YES,7,Wilkeson Pointe Park,Fuhrman Blvd.,Buffalo,NY,42.8717510,-78.8821510,"Former NYPA Ice Boom field, 15 acres",ECHDC,$3.5,2013,Completed,Empire State,#CA6266
07-South Buffalo,YES,8,Buffalo Riverworks,339-389 Ganson St.,Buffalo,NY,42.8708240,-78.8733470,Multi-purpose sports and entertainment center,"Doug Swift, Earl Ketry, John Williams",$15.0,2015,Completed,Mayor,#CA6266
07-South Buffalo,YES,9,Ohio Street reconstruction,Ohio Street,Buffalo,NY,42.8707840,-78.8701380,1.4-mile stretch transformed from industrial route to pedestrian thoroughfare,"Federal Highway Administration, City of Buffalo",$11.4,2014,Completed,Jim,#CA6266
07-South Buffalo,YES,10,Cooperage,Chicago Street,Buffalo,NY,42.8697890,-78.8686170,Apartments ,,$6.6,2015,Completed,,#CA6266
07-South Buffalo,YES,11,301 Ohio ,301 Ohio St.,Buffalo,NY,42.8691580,-78.8690410,Apartments,Ellicott Development Co.,$9.0,2016,completed,Ellicott Dev,#CA6266
07-South Buffalo,YES,12,South Buffalo Charter School,154 S. Ogden St.,Buffalo,NY,42.8634770,-78.8052030,"100,000 SF charter school for 900 students in grades K-9",R&P Oak Hill Development,$24.0,2014,Completed,"Senecas, Cannon",#CA6266
07-South Buffalo,YES,13,Mutual Riverfront Park,41 Hamburg Street,Buffalo,NY,42.8633160,-78.8592570,recreation,,$2.0,2013,Completed,,#CA6266
07-South Buffalo,YES,14,Buffalo Harbor State Park Breakwall,1111 Fuhrmann Blvd.,Buffalo,NY,42.8510410,-78.8643910,Rehabilitation of break wall and rehabilitation of southern revetment,"NYS Parks, Scott Lawn Yard",$3.7,2016,Completed,NYS Parks,#CA6266
07-South Buffalo,YES,15,Alita USA Holdings Inc.,Rissling Blvd.,Buffalo,NY,42.8492820,-78.8367570,"Construction of 350,000 SF for steel production",Alita USA Holdings Inc.,$102.0,2015,Completed,Mayor,#CA6266
07-South Buffalo,YES,16,Mercy Hospital of Buffalo,565 Abbott Road,Buffalo,NY,42.8475500,-78.8125780,"Pre/post procedure holding expansion, cardiac OR, cath lab, Core Services-ICU expansion, electrical switchgear replacement, 2014-16","Telco Construction, Savarino Construction, O'Connell Elctric",$30.3,2016,Completed,Catholic Health,#CA6266
07-South Buffalo,YES,17,Tifft Street Pier,Tifft Street,Buffalo,NY,42.8393320,-78.8584820,Renovation of historic pier,Parsons Brinckerhoff,$4.0,2013,Completed,"Jim, press release",#CA6266
07-South Buffalo,YES,18,AP Lofts at Larkinville,545 Swan St.,Buffalo,NY,42.8779750,-78.8553490,Repurpose A&P warehouse into 146 apartment units,"KCG Development LLC, Carmina Wood & Morris",$39.0,2018,Under,Jim,#009770
07-South Buffalo,YES,19,Larkin Center of Commerce Power Plant,701 Seneca St.,Buffalo,NY,42.8757890,-78.8517040,Renovation of historic building,Seneca Larkin 701 LLC,$12.0,2016,Under,"ECIDA, BURA",#009770
07-South Buffalo,YES,20,Millrace Commons,725 Exchange St.,Buffalo,NY,42.8747680,-78.8511170,Office,Larkin Development,$10.0,2017,Under,,#009770
07-South Buffalo,YES,21,Outer Harbor Public Park,Fuhrman Blvd.,Buffalo,NY,42.8740730,-78.8831130,Public access waterfront park,Erie Canal Harbor Development Corp.,$5.0,2016,Under,,#009770
07-South Buffalo,YES,22,399 Ohio St.,399 Ohio St.,Buffalo,NY,42.8682740,-78.8692240,"New apartment building, 21 units, mixed use",Ellicott Development Co.,$4.5,2016,Under,Jim,#009770
07-South Buffalo,YES,23,Buffalo River Landing,1 South St.,Buffalo,NY,42.8653520,-78.8675630,Construction of 78 apartments and commercial space fronting Buffalo River,"Savarino Cos., Frontier Group of Companies",$18.0,2016,Under,Savarino Cos.,#009770
07-South Buffalo,YES,24,John W. Danforth Co.,1176 South Park Ave.,Buffalo,NY,42.8611520,-78.8375330,"Multi-phase, multi-development on former brownfield, Danforth operations hub","John W. Danforth Co., JT Vaeth LLC",$6.0,2017,Under,Jim,#009770
07-South Buffalo,YES,25,Riverbend Commerce Park,South Park Avenue/South Buffalo,Buffalo,NY,42.8596250,-78.8416000,Manufacturing headquarters for SolarCity Corp.,Fort Schuyler Development Corp.,"$1,500.0",2018,Under,,#009770
07-South Buffalo,YES,26,St. Teresa's School,17 Mineral Springs Road,Buffalo,NY,42.8582610,-78.8121330,Conversion to 36 apartments,The Frizlen Group,$4.5,2016,Under,Jim,#009770
07-South Buffalo,YES,27,Queen City Landing,Fuhrman Blvd.,Buffalo,NY,42.8534530,-78.8666550,Repurpose warehouse property along Outer Harbor into 23-story apartment building and retail,"Gerry Buchheit, R&P Oak Hill, Trautman Associates",$85.0,2018,Under,Jim,#009770
07-South Buffalo,YES,28,St. Thomas Aquinas School,31 Tamarack St.,Buffalo,NY,42.8515300,-78.8150400,Conversion to 36 apartments,The Frizlen Group,$5.0,2016,Under,Jim,#009770
07-South Buffalo,YES,29,Igroupe Lactalis,2376 South Park Ave.,Buffalo,NY,42.8339170,-78.8234550,"32,000 SF expansion of Sorrento Cheese headquarters and plant",,$5.6,2017,Under,Jim,#009770
07-South Buffalo,YES,30,246 Dingens,246 Dingens St.,Buffalo,NY,42.8784820,-78.8045740,Warehouse/manufacturing,Ellicott Development Co.,$8.7,2018,Z-Proposed,Ellicott Dev,#53578F
07-South Buffalo,YES,31,300 Ohio ,300 Ohio St.,Buffalo,NY,42.8689030,-78.8680900,,Ellicott Development Co.,$14.0,2018,Z-Proposed,Ellicott Dev,#53578F
07-South Buffalo,YES,32,Terminal A and Terminal B buildings,Fuhrman Blvd.,Buffalo,NY,42.8561220,-78.8735080,"Hotel, residential, waterpark",Gerry Bucheit,$250.0,2018,Z-Proposed,Jim,#53578F
07-South Buffalo,YES,33,Mercy Hospital of Buffalo,565 Abbott Road,Buffalo,NY,42.8475500,-78.8125780,"High voltage transformer upgrade, MACC Alterations",Catholic Health,$6.7,2018,Z-Proposed,Catholic Health,#53578F
08-Northtowns,YES,1,Black Rock Data Center,350 CrossPoint Pkwy.,Amherst,NY,43.0453790,-78.7494880,"46,000 SF technology center",Uniland Development Co.,$80.0,2015,Completed,"AIDA, Uniland Dev.",#CA6266
08-Northtowns,YES,2,Fidelis Care,490 CrossPoint Pkwy.,Amherst,NY,43.0431600,-78.7444890,"90,000 SF expansion",Uniland Development Co.,$16.5,2015,Completed,"Uniland,  AmIDA",#CA6266
08-Northtowns,YES,3,M&T Data Center,191 Park Club Lane/ 626 Commerce Drive ,Amherst,NY,43.0280000,-78.8002820,Back-office operations,,$105.0,2014,Completed,AIDA,#CA6266
08-Northtowns,YES,4,Fox Creek Estates,9500 Transit Road,East Amherst,NY,43.0278760,-78.6990050,"Three-story, 104-unit luxury senior apartments","DGA Builders Inc., Silvestri Architects",$26.4,2015,Completed,Silvestri,#CA6266
08-Northtowns,YES,5,Sweet Home Central School District,***,Amherst,NY,43.0098900,-78.7970970,"Capital improvements, new HS athletic fields, new roofs","LPCiminelli Inc., Young + Wright Architectural",$18.8,2015,Completed,LPCiminelli Inc.,#CA6266
08-Northtowns,YES,6,Fairfield Hotel,3800 Rensch Road,Amherst,NY,42.9999950,-78.7991130,Hotel and residential,Ellicott Development Co.,$16.0,2014,Completed,Ellicott Dev,#CA6266
08-Northtowns,YES,7,First Source Facility,100 Pirson Parkway,Tonawanda,NY,42.9949980,-78.8975840,"307,000 sq. ft. warehouse and distribution center ",Zaepfel Development,$22.0,2015,Completed,"ECIDA, Bricks 2016",#CA6266
08-Northtowns,YES,8,Unifrax 1 LLC North Youngmann Commerce Center,55 Pirson St.,Tonawanda,NY,42.9949980,-78.8975840,"Construction of 76,000 SF plant to manufacture auto parts",,$18.0,2016,Completed,"Jim, ECIDA",#CA6266
08-Northtowns,YES,9,Millard Fillmore Suburban Hospital,1540 Maple Road,Amherst,NY,42.9940130,-78.7301420,Establish and construct neonatal ICU,"Turner Construction Co., Kaleida Health",$13.6,2015,Completed,"Am-town, Kaleida",#CA6266
08-Northtowns,YES,10,KenTon USFD Phase 1 District Capital Renovations,1500 Colvin Blvd.,Kenmore,NY,42.9821040,-78.8594190,Districtwide renovations to 12 buildings,"Campus Construction Management Group, Gordon Jones Associates",$58.6,2014,Completed,KenTon UFSD,#CA6266
08-Northtowns,YES,11,Praxair Technical Center,175 E. Park Drive,Tonawanda,NY,42.9788900,-78.8955000,Facility and communications upgrade for global R&D and tech centers,,$38.0,2015,Completed,NYS,#CA6266
08-Northtowns,YES,12,Buffalo Surgery Center,3921 Sheridan Drive,Amherst,NY,42.9787460,-78.7879230,"28,000 SF surgical and GI medical facility","Matrix Development Corp., Lamparelli Construction, Excelsior Orthopaedics, Kideney",$10.3,2016,Completed,"Matrix Development, Kideney",#CA6266
